COID,CE_ID,Supplier,Address,City,ZIP,Country/Region,Head office,ZIP (head office),Standard,Certificate/Assessment lock date,Lock reason,Certificate/Assessment issue date,Product scopes,Lock history,Next audit to be performed
53611,8D08326B,Penske Logistics (4859-00) -Houston Facility,8323 North Eldridge Parkway,Houston,77041,États-Unis d'Amérique,Penske Logistics,44122,IFS Logistics,24.04.2025,"The payment for the last IFS Logistics audit on October 29-30, 2024, was not done.",07.12.2024,"1.1.1, 1.1.10, 1.1.3, 1.1.4, 1.1.5, 1.1.6, 1.1.7, 1.1.8, 1.2.2, 1.2.3, 2.1.1, 2.1.10, 2.1.3, 2.1.4, 2.1.5, 2.1.6, 2.1.7, 2.1.8, 2.2.2, 2.2.3","Locked: 24.04.2025, Unlocked: 29.04.2025",
54746,4C41DC68,"Kirchner, Fischer & Co. GmbH",Daimlerstr. 13,Elmshorn,25337,Allemagne,,,IFS Food,09.05.2025,"Major Nonconformity 4.5.2:
 As part of traceability check, random checks were carried out on the raw materials used to ensure that packaging containing plastic that comes into direct contact with food was compliant. These checks revealed that no declarations of conformity were available for the packaging, either for direct imports or for purchases from within the EU (examples: Import: Item 680020 Rooibos Superior Long Cut, Import: Item 680010 Honeybush Corse Cut kbA/Organic, Import: Item 803253 Orange peel, 4-10 mm without added sugar, kbA, EU purchase Germany: Item 803501 Guarana seeds, whole, kbA).
 In addition, raw materials are re- labelled after receipt at the company and passed on to the customer without repacking. In this audited example (sale of peppermint, cut 4 mm, organic in 9 kg from the third country Egypt), there were also no specifications or declarations of conformity for the packaging.
 
 Major Nonconformity 4.10.2:
 During the demonstration of the filling process on the bagging machine (product: green jasmine tea ‘Porte Caillau’ 388838 - 20 kg bag, allergen-free, production order FAF040664), the employee responsible would have placed the raw material into a filling hopper that was clearly contaminated from pre-production without the intervention of the auditor. In pre-production (product: Rooibos Tea Cream/Caramel -25155-I - 25 kg bag, production order FAF039899), the product was a mixture containing caramel cubes, which contain the allergen lactose, so this would have led to contamina-tion.
 The cleaning certificate for pre-production (05.05.2025) was completed correctly and signed by the employee, although it was obvious that the bagging machine had not been cleaned.",08.07.2024,10,Locked: 09.05.2025,
55328,8764C968,ECO BASICS BIO S.L.,"Parc Industrial Nave D3,","Sant Gregori, Girona",17150,Espagne,,,IFS Food,09.05.2025,"During the audit carried out in 7 May 2025 a major NC was detected on: 
 
 Major - 5.4.1
 The scales used in the following production lines: Vol 1, Vol 2, Multi 1, Multi 2, Multi 3, Flours, Superfoods, Doypack, Liq 1 and Liq 2, for weighing the product destined for the final consumer have not been metrologically verified as indicated in Order ICT/155/2020.",04.07.2024,"5, 6, 9, 10",Locked: 09.05.2025,
56321,CAF9C190,ITALIATARTUFI S.R.L.,"Via Enrico Fermi, 1",CAGLI (PU),61043,Italie,,,IFS Food,02.05.2025,"Following the certification visit on 29.30/04/2025, and following a preliminary technical review, the certificate is suspended due to major Non conformity
 In detail § 5.5.1
 The correct level check during the filling of oil-based condiment bottles does not appear to be systematically applied by the company.
 The audit witnessed the filling of 270 ml glass bottles product ""White truffle flavored food condiment"" using measuring container bottles (250 ml at 65 mm from the brim of the mouth)
 Various level control tests were carried out indirectly for density and weight, and to guarantee the 270 ml indicated on the label (weight value of at least 248 g) 
 All measured values ​​are lower than this value (e.g. 242 g; 240 g).",13.06.2024,"4, 5, 6, 7, 8, 9, 10",Locked: 02.05.2025,
57185,3B730EC4,CAPT ET FILS DEPUIS 1850 SARL,274 ROUTE DE LA MURAZ,ARBUSIGNY,74930,France,,,IFS Food,23.04.2025,"2.3.9.1 (KO): During the on-site inspection of the Arbusigny site, it was noted that the frequency of checks on the metal detector, CCP 3, packaging line for whole Reblochon cheese, was not being complied with. Checks are in fact scheduled at start-up, on return from each break (2 per team) and at the end of production.
 For 11 April 2025, the check was carried out at the start at 5.46 a.m. and at the end of production at 12.56 p.m. The check on returning from the break at 9.22 a.m. was not carried out.
 CCP No. 4 is the pasteurisation of the ‘recuite’ with two parameters to be controlled: time and temperature. In practice, the control of the pasteurisation time is not formalised (products concerned Abondance). Furthermore, the summary table of CCP/PRPo monitoring measures is not consistent because it indicates a control frequency on Listeria monocytogenes and Salmonella on filter (Groisy management of CCP and PRPo v1 27.10.2023) which is related to the control of milk on receipt.
 
 4.17.2 (MAJOR): Presence of a watering can in the brining area of the Groisy site, used to moisten cheeses awaiting brining. The site has no certificates of compliance with European Regulation 10/2011 as amended and European Regulation 1935/4 as amended.
 
 4.8.4 (MAJOR): The site carries out pathogen analyses (including Salmonella and Listeria monocytogenes) in its internal laboratory. There is no separation between the pathogen handling area and the physicochemical analysis area and the production corridor. In the area where the Vidal reader and the autoclave for inoculated media are located, there are also freezers used for culture ferments. Cheese makers have access to this laboratory without any control measures being implemented: no overheating, no shoe washing, etc. This configuration does not make it possible to limit the risk of transfer to the production areas.",14.11.2024,4,Locked: 23.04.2025,
58365,"3,50E+07",Global Co-packing .,Vimmerik 12,NIEUWKUIJK,5253 CB,Pays-Bas,,,IFS Food,13.05.2025,"Major on 5.5.1: The products already produced were not put on hold by the company and re-tested where it was known that not all packaging were conform legal limit. 
 Also, the system for weight control for minimal weight requires only 1 sample per 30 minutes were in practice 5 samples are taken (like e-weighing permit). As the system only requires one sample the operator corrected the dosing system, but no actions taken towards product already produced. Therefore, the sampling system is not clear/strict enough based on risks.",24.06.2024,"5, 6, 10",Locked: 13.05.2025,
58432,CAC81278,PAULISTA IMPEX SRL,"CALEA DR. ALEXANDRU SAFRAN, NR. 47",BACAU (BC),600298,Roumanie,,,IFS Food,28.04.2025,"During the renewal audit on 24-25.04.2025, it has been raised a KO (D) under requirement 4.12.1:During the on site inspection , was seen issues regarding possible physical contamination as follows: damaged conveyors belts in direct contact with dough-pretzels machine, same baking trays used for breadstick with exfoliated Teflon coating. Furthermore, the company has installed metal detector on the line for breadstick and pretzel (mobile system) from the last audit ; this metal detector was calibrated with external company (I. supplier: date of report 1/ 06.03.25- ethalons Fe-2,5 mm, Non- Fe-3mm, SS- 3,5 mm). On 24.04.2025 it was observed that this equipment was not in function. The company does not assure the functionality of test for this equipment based on the risk and records are not available for test.",18.06.2024,6,Locked: 28.04.2025,
58601,EA9CD46A,P&M Rental Sp. z o.o.,"ul. 28 Grudnia 43, Krąplewo",Stęszew,62-060,Pologne,,,IFS Food,30.04.2025,No payment for the audit done,29.04.2025,5,"Locked: 30.04.2025, Unlocked: 08.05.2025",
59162,CDFFC9B2,INDUSTRIAS CÁRNICAS BLANCAFORT S.A.,Avda. Sant Julià 191-197,Granollers (Barcelona),8403,Espagne,,,IFS Food,01.05.2025,"During the audit carried out on 28th, 29th and 30th of April, the auditor raised a Major NC in the requirement 4.3.2: A label is observed with two incompatible sales denominations: COOKED HAM and COOKED HAM COLD CUT. The denomination COOKED HAM cannot be used when starches are used as ingredients.
 There is no approved label available for the product named in the formulation MSE-161 EURO MK 90.",02.07.2024,1,Locked: 01.05.2025,
59959,"0,00E+00",NINFEO SOC. COOP. AGRICOLA,VIA LONGA S.N.C- C.DA ACQUARE,ALLISTE,73040,Italie,,,IFS Food,16.05.2025,The suspension was decided due to the failure to pay invoices relating to activities already carried out by Certiquality S.r.l.,12.02.2025,5,Locked: 16.05.2025,
62276,5B1CF864,"ACEITES ALBERT, S.A.","PI EL MOLI, CL JOAQUÍN MUÑOZ PEIRATS, S/N.",FOYOS (VALENCIA),46134,Espagne,,,IFS Food,16.05.2025,"On the basis of the analysis carried out on the extraordinary information communicated to IFS with ID 92E7A90F, OCA Instituto de Certificación determines that it is necessary to extend the investigation. Therefore it is decided to suspend the current certificate.",29.08.2024,9,Locked: 16.05.2025,10.06.2025 - 11.06.2025
67214,F9337CE9,VCR-SODALMU .,"KM 11, Route de Zenâtas, Rue Al Maadan, ZI SIDI-Bernoussi",Casablanca,20600,Maroc,,,IFS Food,12.05.2025,"On 6,7,8-05-2025 was performed an announced audit, and the auditor rated 2 Major No Conformity in this audit for the following requirements:
 
 • Major NC rating for requirement 4.3.2:
 In relation to labelling, the following non-compliance with current legislation published by the Government of Morocco is observed (Décret n°2-12-389 du 11 joumada II 1434 (04-22-2013) fixant les conditions et les modalités d’étiquetage des produits Alimentaires (published in BO n°6152 of 05/16/2013), Arrêté conjoint du minister de l'agriculture et de la pêche maritime et du minister de la santé n°281-16 du 21 rabii II 1437 (1-02-2016) fixant les prescriptions et modalités d’indication des informations nutritionalnelles dans l’étiquetage des produits Alimentaires préemballés (published in BO n°6488 of 04/08/2016):
 - The percentage of egg is not indicated on the single-dose mayonnaise package. An image of an egg is visible on the package.
 - The list of ingredients for VIMA Brand Mustard does not include all of the product's ingredients, in decreasing order of their importance by weight at the time of use in manufacturing. According to the recipe, the amount of vinegar is greater than that of the mustard seeds.
 - There is no evidence to justify the nutritional claim made on the mayonnaise packages (referring to omega 3)
 
 • Major NC rating for requirement 4.19.2:
 During the audit, it was observed that the company has not implemented preventive measures to avoid/minimize potential allergen cross-contamination.
 The following allergens are present in the company: mustard, celery, sulfites, and egg.
 -There is no evidence of validation of cleaning and disinfection after the production of a product containing allergens. A single packaging line is available for the packaging of all products. In the allergen analyses shown (report dated 03.09.2024, sampling point: mustard, allergens: egg, celery, compliant results; report dated 26.11.2024, sampling point: mustard, allergens: egg, celery, compliant results), it is not possible to demonstrate the production of the previous product on the line, and there is no evidence of analysis of all potential allergens present.
 -There is no evidence that the company has implemented a production planning/sequencing system that takes into account the different products containing allergens.
 -During the plant visit, it was not evident that personnel were provided with separate clothing when working with allergens. There were no specific utensils available for each type of allergen",22.06.2024,"5, 8, 2009",Locked: 12.05.2025,
